Date (mm/dd/yyyy),Facility,Order received time,Order type,Pick/pack start time,Package ID,Package committed time,Zip Body,Call: Takeoff clearance,Flight ID,Flight launched time,Delivery status,Delivery time,Recovery (or flight failure) time,Mission failure (if applicable),Fulfillment off-nominal event - 1,Fulfillment off-nominal event - 2,Flight off-nominal event - 1,Flight off-nominal event - 2,Flight off-nominal event - 3,Flight off-nominal event - 4,Downtime events - 1,Downtime events - 2,Comments,UTC Date
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:20:01,16869,4/17/2020 10:21:28,241,,18163,4/17/2020 11:26:40,Nominal delivery,4/17/2020 12:16:56,4/17/2020 13:15:08,,,,Wait for launcher to be free,,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:17:29,16842,4/17/2020 10:19:20,228,,18172,4/17/2020 10:47:53,Nominal delivery,4/17/2020 11:39:38,4/17/2020 12:40:07,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:17:09,16862,4/17/2020 10:18:52,549,,18185,4/17/2020 11:06:42,Mission failure after delivery,4/17/2020 11:57:02,4/17/2020 12:56:00,ROBIN_PROP_MOTOR_TEMPERATURE_OUT_OF_RANGE,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:15:21,16841,4/17/2020 10:17:09,243,,18118,4/17/2020 10:54:10,Nominal delivery,4/17/2020 11:45:21,4/17/2020 12:47:00,,,,Delay follow-up flight to distant delivery site due to battery life concerns,Wait for launcher to be free,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:15:21,16841,4/17/2020 10:17:09,243,,,,Nominal delivery,,,,,,,,,,Nest > Launcher > Launcher routine maintenance,Nest > Recovery > Recovery routine maintenance,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:14:29,15168,4/17/2020 10:16:23,229,,18175,4/17/2020 10:40:49,Nominal delivery,4/17/2020 11:33:01,4/17/2020 12:34:45,,,,Power cycle Zip due to exception,Wait for launcher to be free,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:12:16,16840,4/17/2020 10:15:04,554,,18182,4/17/2020 10:32:11,Nominal delivery,4/17/2020 11:25:45,4/17/2020 12:27:04,,,,Wait for launcher to be free,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:09:55,16854,4/17/2020 10:11:54,548,,18187,4/17/2020 11:00:25,Nominal delivery,4/17/2020 11:50:39,4/17/2020 12:49:55,,,,Wait for launcher to be free,,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:09:55,16854,4/17/2020 10:11:54,250,,18168,,Nominal delivery,,,,,,Swap Zip component due to exception,,,,Nest > Launcher > Launcher routine maintenance,Nest > Recovery > Recovery routine maintenance,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:09:55,16854,4/17/2020 10:11:54,549,,18157,,Nominal delivery,,,,,,Wait for launcher to be free,Swap Zip component due to exception,,,Nest > Launcher > Launcher routine maintenance,Nest > Recovery > Recovery routine maintenance,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:09:53,15251,4/17/2020 10:11:31,559,,18160,4/17/2020 10:25:36,Nominal delivery,4/17/2020 11:17:54,4/17/2020 12:18:36,,,,Wait for launcher to be free,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:07:04,16858,4/17/2020 10:09:23,566,,18178,4/17/2020 10:12:39,Nominal delivery,4/17/2020 11:04:46,4/17/2020 12:02:27,,,,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,,4/17/2020 09:43:51
4/17/2020,Ekye HC (via Ekye Health Centre),4/17/2020 09:43:51,Resupply - Medical,4/17/2020 10:06:48,15179,4/17/2020 10:08:46,542,,18181,4/17/2020 10:19:08,Nominal delivery,4/17/2020 11:11:13,4/17/2020 12:14:15,,,,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,,4/17/2020 09:43:51
4/17/2020,,,,,siteid_682,,187,,18171,,Nominal delivery,,,,,,Other FlightOps off-nominal event,,,,Software > Software release,Weather > Wind at Nest,,4/17/2020 09:37:36
4/17/2020,Ankwensu CHPS,4/17/2020 09:03:43,Resupply - Vaccine,4/17/2020 09:04:52,15143,4/17/2020 09:11:10,554,,18156,4/17/2020 09:13:58,Nominal delivery,4/17/2020 09:32:40,4/17/2020 09:54:29,,,,Wait for launcher to be free,,,,,,,4/17/2020 09:03:43
4/17/2020,Muorso CHPS,4/17/2020 08:16:53,Resupply - Vaccine,4/17/2020 08:22:44,15195,4/17/2020 08:38:48,542,,18177,4/17/2020 08:42:24,Nominal delivery,4/17/2020 09:10:02,4/17/2020 09:37:34,,,,Wait for launcher to be free,,,,,,,4/17/2020 08:16:53
4/17/2020,Anyinam HC (via Anyinam Health Centre),4/17/2020 07:22:09,Resupply - Vaccine,4/17/2020 07:40:18,16853,4/17/2020 07:48:21,548,,18136,4/17/2020 07:53:14,Nominal delivery,4/17/2020 08:20:55,4/17/2020 08:49:58,,,,Wait for launcher to be free,Power cycle Zip due to exception,,,,,,4/17/2020 07:22:09
4/17/2020,Anyinam HC (via Anyinam Health Centre),4/17/2020 07:22:09,Resupply - Vaccine,4/17/2020 07:24:25,16851,4/17/2020 07:37:30,554,,18138,4/17/2020 07:49:04,Nominal delivery,4/17/2020 08:16:44,4/17/2020 08:44:08,,,,Power cycle Zip due to exception,,,,,,,4/17/2020 07:22:09
4/16/2020,Asamang Tamfoe CHPS (via Asamang Tamfoe),4/16/2020 15:28:35,Resupply - Vaccine,4/16/2020 15:32:03,15180,4/16/2020 15:35:58,548,,18135,4/16/2020 15:43:53,Mission failure before delivery,,4/16/2020 15:58:22,ROBIN_PROP_MOTOR_TEMPERATURE_OUT_OF_RANGE,Order cancelled,,Wait for launcher to be free,,,,,,,4/16/2020 15:28:35
4/16/2020,St Dominic HSP (via st_dominic_hospital),4/16/2020 14:57:37,Resupply - Blood,4/16/2020 15:14:07,15176,4/16/2020 15:26:03,198,,18147,,Nominal delivery,,,,,,Temporary high wind at launch site,,,,Nest > Launcher > Launcher routine maintenance,Weather > Wind at Nest,,4/16/2020 14:57:37
4/16/2020,St Dominic HSP (via st_dominic_hospital),4/16/2020 14:57:37,Resupply - Blood,4/16/2020 15:14:07,15176,4/16/2020 15:26:03,198,,18124,,Nominal delivery,,,,,,,,,,Nest > Launcher > Launcher routine maintenance,Weather > Wind at Nest,,4/16/2020 14:57:37
4/16/2020,St Dominic HSP (via st_dominic_hospital),4/16/2020 14:57:37,Resupply - Blood,4/16/2020 15:15:11,15174,4/16/2020 15:19:20,243,,18119,4/16/2020 15:25:58,Nominal delivery,4/16/2020 16:05:53,4/16/2020 16:40:08,,,,Wait for launcher to be free,,,,,,,4/16/2020 14:57:37
4/16/2020,St Dominic HSP (via st_dominic_hospital),4/16/2020 14:57:37,Resupply - Blood,4/16/2020 15:05:21,15169,4/16/2020 15:13:26,538,,18142,4/16/2020 15:29:27,Nominal delivery,4/16/2020 16:10:38,4/16/2020 16:44:54,,,,Wait for launcher to be free,,,,,,,4/16/2020 14:57:37
4/16/2020,St Dominic HSP (via st_dominic_hospital),4/16/2020 14:57:37,Resupply - Blood,4/16/2020 15:06:09,15142,4/16/2020 15:12:26,229,,18101,4/16/2020 15:22:01,Nominal delivery,4/16/2020 16:00:21,4/16/2020 16:34:50,,,,Perform multiple control surface checks,Swap Zip component due to exception,,,,,,4/16/2020 14:57:37
4/16/2020,Noguchi Memorial Institute (via Noguchi),4/16/2020 14:46:20,Resupply - Medical,4/16/2020 14:46:51,15195,4/16/2020 14:50:11,542,,18134,4/16/2020 14:56:46,Mission failure before delivery,,4/16/2020 16:22:04,FAILED_TO_DELIVER_AFTER_MAX_ATTEMPTS,Order cancelled,,,,,,,,,4/16/2020 14:46:20
4/16/2020,Osino HC,4/16/2020 14:05:26,Resupply - Medical,4/16/2020 14:20:11,15151,4/16/2020 14:23:02,202,,18105,4/16/2020 14:29:29,Nominal delivery,4/16/2020 14:59:07,4/16/2020 15:19:19,,,,Wait for launcher to be free,Wait for Zip to acquire GPS fix,,,,,,4/16/2020 14:05:26
4/16/2020,Osino HC,4/16/2020 14:05:26,Resupply - Medical,4/16/2020 14:14:34,16866,4/16/2020 14:19:58,243,,18116,4/16/2020 14:26:19,Nominal delivery,4/16/2020 14:53:24,4/16/2020 15:13:39,,,,Wait for launcher to be free,Swap Zip component due to exception,,,,,,4/16/2020 14:05:26
4/16/2020,Osino HC,4/16/2020 14:05:26,Resupply - Medical,4/16/2020 14:14:07,15189,4/16/2020 14:19:34,198,,18123,4/16/2020 14:21:51,Nominal delivery,4/16/2020 14:48:52,4/16/2020 15:09:13,,,,,,,,,,,4/16/2020 14:05:26
4/16/2020,Osino HC,4/16/2020 14:05:26,Resupply - Medical,4/16/2020 14:07:53,15150,4/16/2020 14:13:19,566,,18140,4/16/2020 14:17:58,Nominal delivery,4/16/2020 14:43:31,4/16/2020 15:03:56,,,,Wait for launcher to be free,,,,,,,4/16/2020 14:05:26
4/16/2020,Osino HC,4/16/2020 14:05:26,Resupply - Medical,4/16/2020 14:08:36,16868,4/16/2020 14:13:00,236,,18139,4/16/2020 14:16:03,Nominal delivery,4/16/2020 14:37:55,4/16/2020 14:58:00,,,,,,,,,,,4/16/2020 14:05:26
4/16/2020,Bomponso No.1 CHPS (Indirect) (via Bomponso CHPS),4/16/2020 12:33:13,Emergency - Vaccine,4/16/2020 12:47:33,15286,4/16/2020 12:51:41,554,,18133,4/16/2020 12:57:02,Nominal delivery,4/16/2020 13:09:49,4/16/2020 13:23:56,,,,Swap Zip component due to exception,Wait for launcher to be free,,,,,,4/16/2020 12:33:13
4/16/2020,Bomponso No.1 CHPS (Indirect) (via Bomponso CHPS),4/16/2020 12:33:13,Emergency - Vaccine,4/16/2020 12:44:31,15172,4/16/2020 12:51:12,198,,18098,4/16/2020 12:53:42,Nominal delivery,4/16/2020 13:03:37,4/16/2020 13:18:24,,,,,,,,,,,4/16/2020 12:33:13
4/16/2020,Nkawkaw Amanfrom CHPS,4/16/2020 11:43:20,Resupply - Vaccine,4/16/2020 12:00:16,16860,4/16/2020 12:04:11,243,,18127,4/16/2020 12:11:26,Nominal delivery,4/16/2020 12:58:41,4/16/2020 13:42:12,,,,Wait for Zip to acquire GPS fix,Temporary high wind at launch site,,,,,,4/16/2020 11:43:20
4/16/2020,Nkawkaw Amanfrom CHPS,4/16/2020 11:43:20,Resupply - Vaccine,4/16/2020 12:00:16,16860,4/16/2020 12:04:11,554,,18122,,Nominal delivery,,,,,,Swap Zip component due to exception,,,,Nest > Launcher > Launcher routine maintenance,Weather > Wind at Nest,,4/16/2020 11:43:20
4/16/2020,Nkawkaw Amanfrom CHPS,4/16/2020 11:43:20,Resupply - Vaccine,4/16/2020 11:55:18,16839,4/16/2020 11:57:35,542,,18121,4/16/2020 12:00:52,Nominal delivery,4/16/2020 12:47:59,4/16/2020 13:31:05,,,,,,,,,,,4/16/2020 11:43:20
4/16/2020,Akokoma Sisi CHPS,4/16/2020 10:59:53,Resupply - Vaccine,4/16/2020 11:19:21,15148,4/16/2020 11:27:33,559,,18128,4/16/2020 11:32:34,Nominal delivery,4/16/2020 12:23:32,4/16/2020 13:15:11,,,,Perform multiple control surface checks,Wait for Zip to boot,,,,,,4/16/2020 10:59:53
4/16/2020,Akokoma Sisi CHPS,4/16/2020 10:59:53,Resupply - Vaccine,4/16/2020 11:05:10,16843,4/16/2020 11:15:54,538,,18126,4/16/2020 11:20:36,Nominal delivery,4/16/2020 12:10:26,4/16/2020 13:07:20,,,,Wait for Zip to boot,Temporary high wind at launch site,,,,,,4/16/2020 10:59:53
4/16/2020,Nkwatia Health Center,4/16/2020 10:18:27,Resupply - Vaccine,4/16/2020 10:28:06,16844,4/16/2020 10:37:14,566,,18100,4/16/2020 10:40:41,Nominal delivery,4/16/2020 11:29:47,4/16/2020 12:14:04,,,,Perform multiple control surface checks,Wait for Zip to boot,,,,,,4/16/2020 10:18:27
4/16/2020,Danteng HC (via Danteng Health Centre),4/16/2020 10:11:30,Resupply - Medical,4/16/2020 10:20:33,15288,4/16/2020 10:23:00,198,,18110,4/16/2020 10:29:17,Nominal delivery,4/16/2020 11:24:37,4/16/2020 12:16:38,,,,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,,4/16/2020 10:11:30
4/16/2020,Danteng HC (via Danteng Health Centre),4/16/2020 10:11:30,Resupply - Medical,4/16/2020 10:16:51,15293,4/16/2020 10:19:10,548,,18107,4/16/2020 10:23:24,Nominal delivery,4/16/2020 11:18:04,4/16/2020 12:10:05,,,,Wait for Zip to acquire GPS fix,,,,,,,4/16/2020 10:11:30
4/16/2020,Asafo HC,4/16/2020 09:27:52,Resupply - Vaccine,4/16/2020 09:57:28,15181,4/16/2020 09:58:30,542,,18120,4/16/2020 10:01:41,Nominal delivery,4/16/2020 10:10:46,4/16/2020 10:22:01,,,,Wait for Zip to acquire GPS fix,,,,,,,4/16/2020 09:27:52
4/16/2020,Asafo HC,4/16/2020 09:27:52,Resupply - Vaccine,4/16/2020 09:50:17,15159,4/16/2020 09:55:05,554,,18117,4/16/2020 09:58:12,Nominal delivery,4/16/2020 10:07:07,4/16/2020 10:19:02,,,,Wait for Zip to acquire GPS fix,,,,,,,4/16/2020 09:27:52
4/16/2020,Omenako CHPS,4/16/2020 08:02:10,Resupply - Medical,4/16/2020 08:06:12,15145,,542,,18125,4/16/2020 08:23:01,Nominal delivery,4/16/2020 08:29:16,4/16/2020 08:35:13,,Order cancelled,,,,,,,,,4/16/2020 08:02:10
4/15/2020,,,,,siteid_685,,229,,18109,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/15/2020 18:51:33
4/15/2020,,,,,15275,,542,,18094,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/15/2020 18:20:46
4/15/2020,Obregyima HC,4/15/2020 18:05:33,Resupply - Medical,4/15/2020 18:23:31,16552,4/15/2020 18:27:34,542,,18099,4/15/2020 18:30:01,Nominal delivery,4/15/2020 18:52:55,4/15/2020 19:12:14,,,,,,,,,,,4/15/2020 18:05:33
4/15/2020,,,,,siteid_709,,542,,18058,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/15/2020 16:01:41
4/15/2020,Akateng HC (via Akateng Health Centre),4/15/2020 13:56:47,Resupply - Medical,4/15/2020 13:58:57,15247,4/15/2020 14:02:20,228,,18018,4/15/2020 14:33:14,Nominal delivery,4/15/2020 15:21:45,4/15/2020 16:13:03,,,,Insufficient bodies to launch new flights ,Wait for Zip to boot,,,,,,4/15/2020 13:56:47
4/15/2020,Kofi Dede CHPS (via Danteng Health Centre),4/15/2020 13:53:20,Resupply - Medical,4/15/2020 13:55:05,15236,4/15/2020 13:57:51,202,,18089,4/15/2020 14:01:38,Nominal delivery,4/15/2020 14:53:26,4/15/2020 15:46:11,,,,Wait for launcher to be free,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,4/15/2020 13:53:20
4/15/2020,Suhum Government Hospital,4/15/2020 13:23:13,Resupply - Medical,4/15/2020 13:25:32,15256,4/15/2020 13:28:57,554,,18083,4/15/2020 13:31:25,Nominal delivery,4/15/2020 13:36:46,4/15/2020 13:43:09,,,,,,,,,,,4/15/2020 13:23:13
4/15/2020,Asuboni Rails HC (via Asuboni Rails Health Centre),4/15/2020 13:09:14,Resupply - Vaccine,4/15/2020 13:18:45,16579,4/15/2020 13:37:54,241,,18062,4/15/2020 13:41:11,Nominal delivery,4/15/2020 14:18:22,4/15/2020 14:54:47,,,,,,,,,,,4/15/2020 13:09:14
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:58:33,15157,4/15/2020 14:01:26,198,,18090,4/15/2020 14:04:42,Nominal delivery,4/15/2020 14:40:04,4/15/2020 15:15:34,,,,,,,,,,,4/15/2020 12:59:33
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:48:54,15149,4/15/2020 13:54:29,554,,18080,4/15/2020 13:58:46,Nominal delivery,4/15/2020 14:34:12,4/15/2020 15:09:37,,,,Swap Zip component due to exception,Perform multiple control surface checks,,,,,,4/15/2020 12:59:33
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:44:46,15165,4/15/2020 13:47:04,236,,18088,4/15/2020 13:52:47,Nominal delivery,4/15/2020 14:28:10,4/15/2020 15:03:47,,,,,,,,,,,4/15/2020 12:59:33
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:44:46,15165,4/15/2020 13:47:04,229,,18086,,Nominal delivery,,,,,,,,,,Nest > Launcher > Launcher routine maintenance,Weather > Wind at Nest,,4/15/2020 12:59:33
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:33:19,15258,4/15/2020 13:36:12,243,,18066,4/15/2020 13:38:59,Nominal delivery,4/15/2020 14:14:16,4/15/2020 14:49:38,,,,,,,,,,,4/15/2020 12:59:33
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:12:31,15153,4/15/2020 13:14:07,548,,18082,4/15/2020 13:16:40,Nominal delivery,4/15/2020 13:53:19,4/15/2020 14:29:57,,,,Swap Zip component due to exception,,,,,,,4/15/2020 12:59:33
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:00:39,15154,4/15/2020 13:04:38,250,,18024,4/15/2020 13:13:19,Nominal delivery,4/15/2020 13:48:30,4/15/2020 14:25:51,,,,Swap Zip component due to exception,,,,,,,4/15/2020 12:59:33
4/15/2020,St Dominic Hospital (via st_dominic_hospital),4/15/2020 12:59:33,Emergency - Blood,4/15/2020 13:00:39,15154,4/15/2020 13:04:38,229,,18042,,Nominal delivery,,,,,,Wait for Zip to boot,Swap Zip component due to exception,,,Nest > Launcher > Launcher routine maintenance,Weather > Wind at Nest,,4/15/2020 12:59:33
4/15/2020,St. Dominic Hospital (via Asamankese Government Hospital),4/15/2020 12:48:51,Emergency - Blood,4/15/2020 12:50:41,15154,4/15/2020 12:54:52,229,,,,Nominal delivery,,,,Order cancelled,,,,,,Nest > Launcher > Launcher routine maintenance,Weather > Wind at Nest,,4/15/2020 12:48:51
4/15/2020,Pakro Health Centre,4/15/2020 11:29:24,Resupply - Vaccine,4/15/2020 11:34:40,15239,4/15/2020 11:37:07,548,,18015,4/15/2020 11:56:22,Nominal delivery,4/15/2020 12:19:00,4/15/2020 12:41:23,,,,Wait for Zip to acquire GPS fix,,,,,,,4/15/2020 11:29:24
4/15/2020,Akateng HC (via Akateng Health Centre),4/15/2020 11:19:03,Resupply - Medical,4/15/2020 11:31:27,15155,4/15/2020 11:33:31,241,,18071,4/15/2020 11:59:19,Nominal delivery,4/15/2020 12:45:53,4/15/2020 13:36:17,,,,Wait for launcher to be free,,,,,,,4/15/2020 11:19:03
4/15/2020,Akateng HC (via Akateng Health Centre),4/15/2020 11:19:03,Resupply - Medical,4/15/2020 11:30:26,15241,4/15/2020 11:31:55,568,,18038,4/15/2020 11:45:57,Nominal delivery,4/15/2020 12:32:17,4/15/2020 13:22:38,,,,Wait for launcher to be free,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,4/15/2020 11:19:03
4/15/2020,Akateng HC (via Akateng Health Centre),4/15/2020 11:19:03,Resupply - Medical,4/15/2020 11:27:39,15146,4/15/2020 11:30:29,542,,18060,4/15/2020 11:40:27,Nominal delivery,4/15/2020 12:26:26,4/15/2020 13:16:28,,,,Wait for launcher to be free,,,,,,,4/15/2020 11:19:03
4/15/2020,Akateng HC (via Akateng Health Centre),4/15/2020 11:19:03,Resupply - Medical,4/15/2020 11:27:02,15276,4/15/2020 11:30:01,198,,18068,4/15/2020 11:51:12,Nominal delivery,4/15/2020 12:37:34,4/15/2020 13:28:01,,,,Wait for launcher to be free,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,4/15/2020 11:19:03
4/15/2020,Akateng HC (via Akateng Health Centre),4/15/2020 11:19:03,Resupply - Medical,4/15/2020 11:22:34,15166,4/15/2020 11:26:53,243,,18030,4/15/2020 11:35:04,Nominal delivery,4/15/2020 12:22:07,4/15/2020 13:12:14,,,,Wait for launcher to be free,Wait for Zip to boot,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,4/15/2020 11:19:03
4/15/2020,Akateng HC (via Akateng Health Centre),4/15/2020 11:19:03,Resupply - Medical,4/15/2020 11:22:29,15263,4/15/2020 11:26:48,554,,18063,4/15/2020 11:29:46,Nominal delivery,4/15/2020 12:15:37,4/15/2020 13:07:08,,,,Wait for Zip to acquire GPS fix,,,,,,,4/15/2020 11:19:03
4/15/2020,Danteng HC (via Danteng Health Centre),4/15/2020 09:50:17,Resupply - Medical,4/15/2020 09:51:14,15281,4/15/2020 09:56:14,549,,18051,4/15/2020 09:59:39,Nominal delivery,4/15/2020 10:51:29,4/15/2020 11:44:08,,,,,,,,,,,4/15/2020 09:50:17
4/15/2020,Kotoso RCH,4/15/2020 09:23:37,Resupply - Medical,4/15/2020 09:24:40,15240,4/15/2020 09:26:52,542,,18016,4/15/2020 09:41:37,Nominal delivery,4/15/2020 10:34:09,4/15/2020 11:28:46,,,,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),Delay follow-up flight to distant delivery site due to battery life concerns,,,,,,4/15/2020 09:23:37
4/15/2020,Kotoso RCH,4/15/2020 09:23:37,Resupply - Medical,4/15/2020 09:25:01,15175,4/15/2020 09:26:49,554,,18014,4/15/2020 09:35:26,Nominal delivery,4/15/2020 10:27:24,4/15/2020 11:22:08,,,,Perform multiple control surface checks,,,,,,,4/15/2020 09:23:37
4/15/2020,New Tafo GH,4/15/2020 09:10:54,Resupply - Vaccine,4/15/2020 09:15:27,15238,4/15/2020 09:20:52,552,,18028,4/15/2020 09:30:00,Nominal delivery,4/15/2020 09:48:57,4/15/2020 10:09:41,,,,Perform multiple control surface checks,Wait for launcher to be free,,,,,,4/15/2020 09:10:54
4/15/2020,New Tafo GH,4/15/2020 09:10:54,Resupply - Vaccine,4/15/2020 09:13:28,15245,4/15/2020 09:17:13,548,,18047,4/15/2020 09:25:51,Nominal delivery,4/15/2020 09:43:11,4/15/2020 10:04:25,,,,Wait for launcher to be free,,,,,,,4/15/2020 09:10:54
4/15/2020,Osino HC,4/15/2020 08:53:24,Resupply - Medical,4/15/2020 09:07:03,15292,4/15/2020 09:10:59,202,,18045,4/15/2020 09:20:09,Nominal delivery,4/15/2020 09:44:41,4/15/2020 10:06:51,,,,Wait for launcher to be free,,,,,,,4/15/2020 08:53:24
4/15/2020,Osino HC,4/15/2020 08:53:24,Resupply - Medical,4/15/2020 09:04:20,15141,4/15/2020 09:06:43,236,,18021,4/15/2020 09:16:40,Nominal delivery,4/15/2020 09:39:26,4/15/2020 10:01:31,,,,Wait for launcher to be free,Swap Zip component due to exception,,,,,,4/15/2020 08:53:24
4/15/2020,Osino HC,4/15/2020 08:53:24,Resupply - Medical,4/15/2020 09:01:36,15280,4/15/2020 09:05:59,250,,18025,4/15/2020 09:12:48,Nominal delivery,4/15/2020 09:33:51,4/15/2020 09:55:57,,,,Wait for launcher to be free,Perform multiple control surface checks,,,,,,4/15/2020 08:53:24
4/15/2020,Osino HC,4/15/2020 08:53:24,Resupply - Medical,4/15/2020 08:57:59,15162,4/15/2020 09:02:23,241,,18033,4/15/2020 09:06:40,Nominal delivery,4/15/2020 09:27:38,4/15/2020 09:49:30,,,,Other FlightOps off-nominal event,,,,,,Confirming location with fulops,4/15/2020 08:53:24
4/15/2020,Hawa Memorial HSP (via Hawa Memorial Hospital),4/15/2020 08:37:36,Resupply - Vaccine,4/15/2020 08:40:16,15184,4/15/2020 08:51:33,542,,18010,4/15/2020 08:55:12,Nominal delivery,4/15/2020 09:10:51,4/15/2020 09:25:30,,,,,,,,,,,4/15/2020 08:37:36
4/15/2020,,,,,siteid_146,,172,,18026,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/15/2020 08:09:25
4/14/2020,,,,,siteid_47,,568,,18027,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/14/2020 19:27:27
4/14/2020,,,,,siteid_24,,241,,18019,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/14/2020 19:21:30
4/14/2020,,,,,siteid_22,,568,,17898,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/14/2020 18:03:54
4/14/2020,Kotoso RCH,4/14/2020 15:57:47,Resupply - Medical,4/14/2020 17:15:17,15152,4/14/2020 17:16:13,202,,17958,4/14/2020 17:19:12,Mission failure before delivery,,4/14/2020 17:59:04,POTENTIAL_HARMATTAN_ROTOR_AHEAD,,,,,,,,,,4/14/2020 15:57:47
4/14/2020,Kotoso RCH,4/14/2020 15:57:47,Resupply - Medical,4/14/2020 17:02:31,15280,4/14/2020 17:04:58,241,,17967,4/14/2020 17:08:29,Mission failure before delivery,,4/14/2020 18:08:28,POTENTIAL_HARMATTAN_ROTOR_AHEAD,,,,,,,,,,4/14/2020 15:57:47
4/14/2020,Kotoso RCH,4/14/2020 15:57:47,Resupply - Medical,4/14/2020 16:04:17,15245,4/14/2020 16:05:54,538,,17951,4/14/2020 16:34:33,Mission failure before delivery,,4/14/2020 17:30:31,ROBIN_PROP_MOTOR_TEMPERATURE_OUT_OF_RANGE,,,Wait for launcher to be free,Temporary high wind at launch site,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,4/14/2020 15:57:47
4/14/2020,Kotoso RCH,4/14/2020 15:57:47,Resupply - Medical,4/14/2020 16:01:37,15184,4/14/2020 16:03:58,566,,17964,4/14/2020 16:27:46,Mission failure before delivery,,4/14/2020 17:25:07,ROBIN_PROP_MOTOR_TEMPERATURE_OUT_OF_RANGE,,,Temporary high wind at launch site,Wait for launcher to be free,Delay follow-up flight to distant delivery site due to battery life concerns,,,,,4/14/2020 15:57:47
